,해역,연안정점,관측일시,수온,수온 QC Flag,기온,기온 QC,운량,천기,지역,year,month
12228,남해,부산(20103),20141123,16.4,1,14.3,1,Zero,쾌청(운량:0-2),부산,2014,11
12229,남해,부산(20103),20141124,16.5,1,15.2,1,Zero,흐림(운량:8-10),부산,2014,11
12232,남해,부산(20103),20141127,16.3,1,13.7,1,Zero,쾌청(운량:0-2),부산,2014,11
12233,남해,부산(20103),20141128,16.2,1,14.4,1,Zero,흐림(운량:8-10),부산,2014,11
12234,남해,부산(20103),20141129,16.2,1,13.0,1,Zero,쾌청(운량:0-2),부산,2014,11
12235,남해,부산(20103),20141130,16.2,1,14.0,1,Zero,비,부산,2014,11
12237,남해,부산(20103),20141202,15.0,1,0.0,1,Zero,쾌청(운량:0-2),부산,2014,12
12238,남해,부산(20103),20141203,15.0,1,3.8,1,Zero,쾌청(운량:0-2),부산,2014,12
12239,남해,부산(20103),20141204,15.0,1,4.2,1,Zero,흐림(운량:8-10),부산,2014,12
12240,남해,부산(20103),20141205,15.0,1,-1.0,1,Zero,쾌청(운량:0-2),부산,2014,12
12241,남해,부산(20103),20141206,14.8,1,-2.0,1,Zero,쾌청(운량:0-2),부산,2014,12
12242,남해,부산(20103),20141207,14.0,1,0.0,1,Zero,흐림(운량:8-10),부산,2014,12
12244,남해,부산(20103),20141209,14.5,1,6.8,1,Zero,쾌청(운량:0-2),부산,2014,12
12245,남해,부산(20103),20141210,15.2,1,12.0,1,Zero,쾌청(운량:0-2),부산,2014,12
12246,남해,부산(20103),20141211,15.2,1,8.4,1,Zero,흐림(운량:8-10),부산,2014,12
12247,남해,부산(20103),20141212,15.0,1,1.8,1,Zero,흐림(운량:8-10),부산,2014,12
12248,남해,부산(20103),20141213,15.0,1,0.2,1,Zero,쾌청(운량:0-2),부산,2014,12
12249,남해,부산(20103),20141214,14.6,1,-0.7,1,Zero,쾌청(운량:0-2),부산,2014,12
12250,남해,부산(20103),20141215,14.2,1,4.1,1,Zero,흐림(운량:8-10),부산,2014,12
12251,남해,부산(20103),20141216,14.0,1,5.5,1,Zero,흐림(운량:8-10),부산,2014,12
12252,남해,부산(20103),20141217,13.4,1,-4.5,1,Zero,쾌청(운량:0-2),부산,2014,12
12255,남해,부산(20103),20141220,13.8,1,7.7,1,Zero,쾌청(운량:0-2),부산,2014,12
12256,남해,부산(20103),20141221,14.0,1,-0.9,1,Zero,흐림(운량:8-10),부산,2014,12
12257,남해,부산(20103),20141222,14.0,1,-0.6,1,Zero,쾌청(운량:0-2),부산,2014,12
12258,남해,부산(20103),20141223,14.2,1,3.4,1,Zero,쾌청(운량:0-2),부산,2014,12
12259,남해,부산(20103),20141224,14.2,1,6.7,1,Zero,쾌청(운량:0-2),부산,2014,12
12260,남해,부산(20103),20141225,14.0,1,1.0,1,Zero,흐림(운량:8-10),부산,2014,12
12261,남해,부산(20103),20141226,14.0,1,0.9,1,Zero,쾌청(운량:0-2),부산,2014,12
12262,남해,부산(20103),20141227,14.0,1,5.5,1,Zero,쾌청(운량:0-2),부산,2014,12
12263,남해,부산(20103),20141228,14.0,1,4.8,1,Zero,쾌청(운량:0-2),부산,2014,12
12264,남해,부산(20103),20141229,14.0,1,5.6,1,Zero,쾌청(운량:0-2),부산,2014,12
12265,남해,부산(20103),20141230,14.0,1,7.7,1,Zero,쾌청(운량:0-2),부산,2014,12
12266,남해,부산(20103),20141231,14.0,1,9.0,1,Zero,흐림(운량:8-10),부산,2014,12
12268,남해,부산(20103),20150102,13.7,1,-2.4,1,Zero,,부산,2015,01
12269,남해,부산(20103),20150103,12.9,1,-0.4,1,Zero,,부산,2015,01
12270,남해,부산(20103),20150104,13.0,1,5.1,1,Zero,,부산,2015,01
12271,남해,부산(20103),20150105,13.4,1,7.5,1,Zero,,부산,2015,01
